epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,891.091,1.26057,2.86928,1.33367,1.1539,0.7169,0.59471,0.67142,0.50147,0.70616,0.56336,0.64139,0.31067,1.00618,3.62073,1.00626,1.02623,0.0007723,0.0007723,0.0007723
25,927.943,1.25386,2.8591,1.3196,1.15011,0.72004,0.62247,0.67174,0.47538,0.70399,0.60548,0.64326,0.31297,1.08547,3.29487,1.00121,1.04179,0.0007624,0.0007624,0.0007624
26,965.054,1.25696,2.86961,1.33583,1.15003,0.7228,0.60836,0.67827,0.48894,0.71875,0.57849,0.64068,0.31066,1.0293,3.46375,0.98657,1.02952,0.0007525,0.0007525,0.0007525
27,1005.34,1.2302,2.84214,1.27416,1.13969,0.81576,0.59294,0.71356,0.52841,0.78955,0.57464,0.67286,0.31984,0.98368,3.67154,0.94358,1.01289,0.0007426,0.0007426,0.0007426
28,1043.99,1.22841,2.79706,1.28572,1.13821,0.73856,0.61473,0.695,0.513,0.71536,0.59285,0.65572,0.32216,0.9836,3.56271,0.96256,1.00963,0.0007327,0.0007327,0.0007327
29,1081.12,1.23518,2.80287,1.27149,1.141,0.72812,0.64566,0.71469,0.53121,0.69949,0.62404,0.66864,0.3318,0.97397,3.54441,0.93369,1.00722,0.0007228,0.0007228,0.0007228
30,1118.02,1.2219,2.75719,1.24369,1.13519,0.7214,0.63898,0.68645,0.49515,0.69122,0.6149,0.64668,0.30924,0.99622,3.3965,0.9805,1.01456,0.0007129,0.0007129,0.0007129
31,1154.8,1.21202,2.75946,1.24165,1.12745,0.68891,0.64251,0.69878,0.5031,0.68929,0.59521,0.65799,0.32652,1.02675,3.35553,0.96511,1.02837,0.000703,0.000703,0.000703
32,1191.99,1.19772,2.72292,1.21742,1.12179,0.64883,0.61928,0.67635,0.50508,0.65111,0.58386,0.64149,0.30771,0.96428,3.45796,0.95581,1.00254,0.0006931,0.0006931,0.0006931
33,1229.07,1.20664,2.73153,1.21719,1.12688,0.73322,0.65871,0.72269,0.52965,0.71967,0.62432,0.68082,0.33675,1.01319,3.42682,0.91238,1.02243,0.0006832,0.0006832,0.0006832
34,1266.65,1.19809,2.71722,1.19454,1.12311,0.74699,0.64844,0.73456,0.54581,0.72161,0.62383,0.69232,0.3465,0.9733,3.47613,0.89638,1.01122,0.0006733,0.0006733,0.0006733
35,1303.31,1.18207,2.69229,1.19881,1.11619,0.78724,0.61584,0.74168,0.53893,0.77756,0.58878,0.70303,0.34088,1.01621,3.39906,0.91733,1.02034,0.0006634,0.0006634,0.0006634
36,1340.19,1.18642,2.6795,1.17736,1.11013,0.75945,0.63858,0.73309,0.55642,0.73857,0.60548,0.68963,0.34385,0.92631,3.67591,0.89161,0.98408,0.0006535,0.0006535,0.0006535
37,1377.33,1.18866,2.69723,1.18873,1.11707,0.75663,0.63347,0.73388,0.54842,0.72463,0.61491,0.68546,0.35018,0.94047,3.47112,0.89582,0.99071,0.0006436,0.0006436,0.0006436
38,1412.25,1.16616,2.65992,1.16243,1.1087,0.74639,0.65633,0.74135,0.55033,0.73141,0.62304,0.697,0.32977,0.95425,3.55179,0.87356,0.99876,0.0006337,0.0006337,0.0006337
39,1444.95,1.16562,2.64908,1.14708,1.10727,0.73768,0.63475,0.71904,0.54162,0.73705,0.6029,0.67926,0.33694,0.92904,3.55898,0.88112,0.9882,0.0006238,0.0006238,0.0006238
40,1478.22,1.16155,2.66409,1.14277,1.10386,0.74739,0.6597,0.71704,0.53196,0.72521,0.63768,0.67797,0.33421,0.96603,3.36753,0.88608,0.99217,0.0006139,0.0006139,0.0006139
41,1511.01,1.16026,2.62525,1.14251,1.10338,0.74572,0.60672,0.69933,0.53332,0.73052,0.5913,0.6616,0.31907,0.92229,3.71175,0.92593,0.98407,0.000604,0.000604,0.000604
42,1544.43,1.15067,2.61398,1.12659,1.09962,0.71551,0.69892,0.73715,0.55363,0.69368,0.67012,0.69707,0.33843,0.93186,3.71582,0.8564,0.9932,0.0005941,0.0005941,0.0005941
43,1581.88,1.15004,2.60059,1.12643,1.0962,0.71831,0.63329,0.71653,0.5375,0.69788,0.61429,0.68062,0.34169,0.95265,3.63846,0.88467,0.99359,0.0005842,0.0005842,0.0005842
44,1624.32,1.17119,2.61469,1.11657,1.10145,0.77301,0.67141,0.75791,0.55822,0.74445,0.64635,0.70985,0.34727,0.97866,3.64716,0.8363,0.99987,0.0005743,0.0005743,0.0005743
45,1662.58,1.14419,2.58217,1.11013,1.09693,0.74076,0.66916,0.75184,0.57545,0.76362,0.61555,0.70984,0.34495,0.90267,3.79037,0.8197,0.97814,0.0005644,0.0005644,0.0005644
46,1699.92,1.13531,2.59159,1.10316,1.09294,0.74459,0.67423,0.75831,0.57827,0.74725,0.62458,0.71551,0.35186,0.91119,3.5769,0.82896,0.97903,0.0005545,0.0005545,0.0005545
47,1736.93,1.13678,2.57753,1.09723,1.08979,0.73896,0.66046,0.72643,0.55048,0.72259,0.62829,0.68832,0.33603,0.9235,3.64506,0.85435,0.97958,0.0005446,0.0005446,0.0005446
48,1773.9,1.12878,2.55568,1.0886,1.08791,0.77875,0.66705,0.75478,0.57886,0.75307,0.6461,0.71752,0.34965,0.88923,3.83654,0.81235,0.9719,0.0005347,0.0005347,0.0005347
49,1812.13,1.1241,2.54858,1.07655,1.07887,0.77031,0.64144,0.73857,0.55837,0.75536,0.60957,0.70546,0.33734,0.9227,3.63246,0.86375,0.98874,0.0005248,0.0005248,0.0005248
50,1851.12,1.12977,2.52481,1.07416,1.08353,0.73929,0.67902,0.73995,0.56482,0.70542,0.66821,0.70301,0.34461,0.90539,3.75697,0.81411,0.97657,0.0005149,0.0005149,0.0005149
51,1888.5,1.12047,2.54523,1.05478,1.0815,0.7371,0.68306,0.75947,0.57478,0.7403,0.63698,0.71734,0.35332,0.92194,3.72194,0.82298,0.97694,0.000505,0.000505,0.000505
52,1925.18,1.11564,2.53149,1.04954,1.0806,0.7623,0.66551,0.75237,0.57602,0.73084,0.63392,0.70375,0.34432,0.89708,3.87543,0.82095,0.97464,0.0004951,0.0004951,0.0004951
53,1962.34,1.10015,2.51608,1.0506,1.07767,0.727,0.69853,0.75251,0.5786,0.71303,0.66579,0.7122,0.35243,0.88918,3.71979,0.79386,0.97114,0.0004852,0.0004852,0.0004852
54,1999.08,1.0864,2.47589,1.02852,1.06738,0.72844,0.65788,0.74583,0.57328,0.74038,0.62318,0.71575,0.36249,0.90552,3.53957,0.83484,0.9771,0.0004753,0.0004753,0.0004753
55,2036.63,1.09504,2.49531,1.03457,1.06927,0.71458,0.65006,0.72941,0.56066,0.71037,0.62854,0.69659,0.34113,0.90352,3.81584,0.81869,0.97193,0.0004654,0.0004654,0.0004654
56,2073.61,1.09667,2.48916,1.04612,1.07068,0.74008,0.70422,0.756,0.58779,0.73539,0.6723,0.71949,0.35409,0.89175,3.98151,0.78037,0.97664,0.0004555,0.0004555,0.0004555
57,2111.64,1.09634,2.4979,1.02436,1.0654,0.72616,0.65723,0.73686,0.56919,0.7055,0.6323,0.70038,0.3546,0.8957,3.64454,0.82063,0.97245,0.0004456,0.0004456,0.0004456
58,2149.08,1.08607,2.47761,1.01373,1.06197,0.78201,0.66977,0.75703,0.5859,0.76082,0.65042,0.72288,0.35675,0.88234,3.78754,0.79966,0.96766,0.0004357,0.0004357,0.0004357
59,2185.97,1.086,2.45893,1.01654,1.06702,0.76724,0.67608,0.76001,0.57844,0.74677,0.64612,0.71863,0.34128,0.89094,3.76753,0.79845,0.96969,0.0004258,0.0004258,0.0004258
60,2223.72,1.08412,2.46955,1.02291,1.06328,0.78222,0.66886,0.75728,0.57407,0.73611,0.65726,0.71362,0.35124,0.90219,3.67359,0.80202,0.97548,0.0004159,0.0004159,0.0004159
61,2264.67,1.08146,2.44719,0.99644,1.06022,0.75791,0.68425,0.76328,0.58847,0.7334,0.65793,0.72161,0.34917,0.87627,3.85066,0.77556,0.96295,0.000406,0.000406,0.000406
62,2304.02,1.07022,2.45042,0.99038,1.06247,0.73343,0.68584,0.76543,0.59364,0.77496,0.62103,0.72503,0.357,0.87309,3.77608,0.78696,0.96363,0.0003961,0.0003961,0.0003961
63,2345.51,1.07512,2.44222,1.00113,1.0587,0.7709,0.67127,0.7661,0.59168,0.75175,0.64632,0.72703,0.35507,0.88165,3.88679,0.7801,0.96721,0.0003862,0.0003862,0.0003862
64,2385.77,1.07053,2.43019,0.97768,1.05981,0.77865,0.6935,0.77087,0.59539,0.7617,0.66904,0.73201,0.35926,0.8834,3.8417,0.76872,0.96848,0.0003763,0.0003763,0.0003763
65,2424.55,1.06618,2.41266,0.97993,1.0523,0.76004,0.70728,0.77348,0.60212,0.75121,0.67474,0.73833,0.36236,0.87088,3.89605,0.74821,0.96202,0.0003664,0.0003664,0.0003664
66,2461.69,1.06906,2.40966,0.96973,1.06113,0.75716,0.67264,0.7659,0.59379,0.74136,0.64933,0.72921,0.36319,0.876,3.7797,0.7763,0.96394,0.0003565,0.0003565,0.0003565
67,2499.76,1.05702,2.40373,0.96528,1.04924,0.76323,0.70999,0.7806,0.59435,0.77277,0.65662,0.73795,0.35947,0.87523,3.73054,0.75943,0.96187,0.0003466,0.0003466,0.0003466
68,2537.34,1.05273,2.40084,0.96728,1.04714,0.78113,0.68975,0.77118,0.60129,0.76172,0.66504,0.73522,0.36796,0.86542,3.87081,0.75427,0.96181,0.0003367,0.0003367,0.0003367
69,2574.16,1.06474,2.4048,0.96646,1.05218,0.78143,0.70014,0.77321,0.6027,0.75895,0.67242,0.73209,0.35851,0.86637,3.82926,0.75713,0.95909,0.0003268,0.0003268,0.0003268
70,2611.65,1.04547,2.36955,0.95525,1.04291,0.78724,0.69445,0.77032,0.59286,0.76275,0.682,0.73024,0.36257,0.8647,3.902,0.76835,0.95852,0.0003169,0.0003169,0.0003169
71,2650.67,1.04744,2.39876,0.95062,1.04251,0.77441,0.69485,0.78203,0.61082,0.79164,0.65115,0.74212,0.37159,0.85764,3.75053,0.74039,0.9556,0.000307,0.000307,0.000307
72,2692.24,1.05232,2.4148,0.9492,1.04423,0.78571,0.70306,0.7812,0.60874,0.77126,0.66785,0.73793,0.36587,0.86379,3.91362,0.73787,0.95931,0.0002971,0.0002971,0.0002971
73,2732.38,1.05032,2.37694,0.95213,1.05099,0.75933,0.68214,0.76833,0.59176,0.73816,0.65815,0.72255,0.35439,0.87413,3.83786,0.75648,0.96349,0.0002872,0.0002872,0.0002872
74,2769.83,1.03652,2.34908,0.93651,1.0425,0.74223,0.70217,0.7754,0.60426,0.73465,0.66232,0.73515,0.36742,0.86457,3.81186,0.74247,0.96011,0.0002773,0.0002773,0.0002773
75,2808.22,1.04416,2.38283,0.93579,1.04578,0.7524,0.70827,0.7741,0.60341,0.72957,0.68553,0.73673,0.36667,0.86142,3.88472,0.7455,0.95841,0.0002674,0.0002674,0.0002674
76,2845.15,1.03084,2.34273,0.92534,1.03873,0.74527,0.70025,0.77664,0.60703,0.72169,0.67667,0.7367,0.36565,0.86351,3.84959,0.73792,0.95654,0.0002575,0.0002575,0.0002575
77,2882.83,1.04725,2.36306,0.92978,1.04318,0.74696,0.72307,0.779,0.60682,0.74598,0.67455,0.74119,0.36528,0.85548,3.90679,0.73227,0.95386,0.0002476,0.0002476,0.0002476
78,2920.21,1.02685,2.34351,0.92175,1.03791,0.77944,0.70163,0.78237,0.61265,0.7536,0.68321,0.73815,0.3643,0.84927,3.84574,0.7291,0.9538,0.0002377,0.0002377,0.0002377
79,2958.17,1.02716,2.32485,0.91504,1.03673,0.7748,0.71128,0.78153,0.6103,0.74454,0.68221,0.73829,0.36633,0.84662,3.84182,0.7319,0.95001,0.0002278,0.0002278,0.0002278
80,2995.94,1.02833,2.34485,0.92076,1.03611,0.77403,0.72467,0.79001,0.6172,0.75597,0.69221,0.74645,0.36857,0.84609,3.95934,0.71919,0.95341,0.0002179,0.0002179,0.0002179
81,3034.18,1.02389,2.32218,0.91515,1.03768,0.77881,0.71632,0.78581,0.61264,0.74865,0.68647,0.7408,0.3669,0.85528,3.89434,0.73038,0.9543,0.000208,0.000208,0.000208
82,3073.31,1.01794,2.315,0.90547,1.03056,0.75705,0.7173,0.77882,0.60819,0.7264,0.68765,0.73201,0.36691,0.84932,3.8184,0.73386,0.95225,0.0001981,0.0001981,0.0001981
83,3110.91,1.01919,2.30173,0.89588,1.02784,0.75206,0.7189,0.7766,0.60575,0.73595,0.68853,0.73137,0.36519,0.849,3.87257,0.73479,0.95156,0.0001882,0.0001882,0.0001882
84,3148.25,1.02475,2.32729,0.89916,1.03618,0.7615,0.72676,0.78546,0.61851,0.73236,0.7011,0.74251,0.36976,0.84572,3.97365,0.724,0.95056,0.0001783,0.0001783,0.0001783
85,3185.19,1.01031,2.30335,0.88602,1.02664,0.74402,0.7415,0.78395,0.61422,0.71556,0.71784,0.74339,0.36896,0.84539,3.92764,0.72222,0.94992,0.0001684,0.0001684,0.0001684
86,3222.78,1.02222,2.3247,0.89261,1.0312,0.76343,0.73788,0.78595,0.61589,0.74062,0.71284,0.74658,0.37281,0.84747,3.95458,0.71862,0.95237,0.0001585,0.0001585,0.0001585
87,3260.59,1.02072,2.32338,0.89622,1.03076,0.77312,0.70677,0.78391,0.61412,0.73824,0.68792,0.74264,0.3685,0.84331,3.94191,0.71799,0.95028,0.0001486,0.0001486,0.0001486
88,3300.78,1.00306,2.28112,0.87967,1.02727,0.74379,0.72088,0.77785,0.60781,0.73632,0.67791,0.73463,0.37047,0.8404,3.83936,0.7185,0.94593,0.0001387,0.0001387,0.0001387
89,3339.93,1.00976,2.2994,0.88733,1.02984,0.76699,0.74136,0.78651,0.61315,0.74258,0.71336,0.74347,0.372,0.84623,3.84197,0.71424,0.9491,0.0001288,0.0001288,0.0001288
90,3380.73,1.01346,2.29103,0.88466,1.02864,0.78257,0.72708,0.78707,0.61569,0.7538,0.69636,0.74331,0.37125,0.84469,3.88489,0.71867,0.94824,0.0001189,0.0001189,0.0001189
91,3413.58,0.9348,2.21963,0.81502,0.99667,0.76806,0.70378,0.77396,0.60312,0.74099,0.67903,0.73012,0.3636,0.84912,3.8924,0.72541,0.94891,0.000109,0.000109,0.000109
92,3447,0.91833,2.19602,0.78976,0.99119,0.77376,0.70979,0.77672,0.60658,0.74892,0.68268,0.73894,0.36654,0.84544,3.90148,0.72387,0.95199,9.91e-05,9.91e-05,9.91e-05
93,3476.38,0.9183,2.18763,0.77994,0.98603,0.74915,0.74513,0.78035,0.60715,0.72526,0.7066,0.73343,0.36617,0.85112,3.95051,0.72039,0.95225,8.92e-05,8.92e-05,8.92e-05
94,3503.58,0.90852,2.14874,0.77679,0.98821,0.76333,0.73084,0.78175,0.60995,0.73087,0.6992,0.73322,0.36693,0.84886,4.00952,0.7153,0.95093,7.93e-05,7.93e-05,7.93e-05
95,3533.6,0.90776,2.14215,0.76608,0.98497,0.76002,0.7317,0.78153,0.60893,0.73631,0.69498,0.73846,0.369,0.84972,3.98274,0.71543,0.95071,6.94e-05,6.94e-05,6.94e-05
96,3564.3,0.90526,2.14576,0.7588,0.98311,0.7616,0.71787,0.77783,0.61136,0.73296,0.69704,0.73941,0.36839,0.84196,4.01545,0.71068,0.94906,5.95e-05,5.95e-05,5.95e-05
97,3592.52,0.89704,2.14934,0.76314,0.98297,0.75197,0.73642,0.78034,0.61032,0.72267,0.70309,0.73681,0.36918,0.84366,3.99841,0.71339,0.94896,4.96e-05,4.96e-05,4.96e-05
98,3622.86,0.89344,2.12856,0.75444,0.98372,0.77106,0.71018,0.78078,0.61241,0.74274,0.68215,0.73298,0.36631,0.845,4.02134,0.71283,0.95074,3.97e-05,3.97e-05,3.97e-05
99,3652.23,0.8972,2.13703,0.75703,0.98176,0.76031,0.72632,0.78157,0.61233,0.72817,0.70086,0.73633,0.36796,0.84256,3.99557,0.71359,0.95022,2.98e-05,2.98e-05,2.98e-05
100,3680.89,0.88854,2.13265,0.75048,0.97861,0.76616,0.71677,0.78235,0.61325,0.7414,0.69073,0.74212,0.36907,0.84162,4.00518,0.71026,0.94916,1.99e-05,1.99e-05,1.99e-05
